128;02_COLUMNAS;[dbo].[WF_EscalamientoRegla].[RolDestino];"column_id=4; type=nvarchar(200); nullable=NO; identity=NO"
129;02_COLUMNAS;[dbo].[WF_EscalamientoRegla].[MinutosVencida];"column_id=5; type=int; nullable=NO; identity=NO; default=((0))"
130;02_COLUMNAS;[dbo].[WF_EscalamientoRegla].[Activo];"column_id=6; type=bit; nullable=NO; identity=NO; default=((1))"
131;02_COLUMNAS;[dbo].[WF_EscalamientoRegla].[CreatedAt];"column_id=7; type=datetime; nullable=NO; identity=NO; default=(getdate())"
132;02_COLUMNAS;[dbo].[WF_Instancia].[Id];"column_id=1; type=bigint; nullable=NO; identity=SI"
133;02_COLUMNAS;[dbo].[WF_Instancia].[WF_DefinicionId];"column_id=2; type=int; nullable=NO; identity=NO"
134;02_COLUMNAS;[dbo].[WF_Instancia].[Estado];"column_id=3; type=nvarchar(30); nullable=NO; identity=NO; default=('Pendiente')"
135;02_COLUMNAS;[dbo].[WF_Instancia].[DatosEntrada];"column_id=4; type=nvarchar(MAX); nullable=SI; identity=NO"
136;02_COLUMNAS;[dbo].[WF_Instancia].[DatosContexto];"column_id=5; type=nvarchar(MAX); nullable=SI; identity=NO"
137;02_COLUMNAS;[dbo].[WF_Instancia].[FechaInicio];"column_id=6; type=datetime; nullable=NO; identity=NO; default=(getdate())"
138;02_COLUMNAS;[dbo].[WF_Instancia].[FechaFin];"column_id=7; type=datetime; nullable=SI; identity=NO"
139;02_COLUMNAS;[dbo].[WF_Instancia].[CreadoPor];"column_id=8; type=nvarchar(100); nullable=SI; identity=NO"
140;02_COLUMNAS;[dbo].[WF_Instancia].[TenantId];"column_id=9; type=int; nullable=SI; identity=NO"
141;02_COLUMNAS;[dbo].[WF_Instancia].[ProcesoKey];"column_id=10; type=nvarchar(50); nullable=SI; identity=NO"
142;02_COLUMNAS;[dbo].[WF_Instancia].[DocTipoId];"column_id=11; type=int; nullable=SI; identity=NO"
143;02_COLUMNAS;[dbo].[WF_Instancia].[ScopeKey];"column_id=12; type=nvarchar(100); nullable=SI; identity=NO"
144;02_COLUMNAS;[dbo].[WF_Instancia].[EmpresaKey];"column_id=13; type=nvarchar(100); nullable=SI; identity=NO"
145;02_COLUMNAS;[dbo].[WF_Instancia].[ParentInstanciaId];"column_id=14; type=bigint; nullable=SI; identity=NO"
146;02_COLUMNAS;[dbo].[WF_Instancia].[ParentNodoId];"column_id=15; type=nvarchar(50); nullable=SI; identity=NO"
147;02_COLUMNAS;[dbo].[WF_Instancia].[RootInstanciaId];"column_id=16; type=bigint; nullable=SI; identity=NO"
148;02_COLUMNAS;[dbo].[WF_Instancia].[Depth];"column_id=17; type=int; nullable=SI; identity=NO"
149;02_COLUMNAS;[dbo].[WF_Instancia].[CorrelationId];"column_id=18; type=uniqueidentifier; nullable=SI; identity=NO"
150;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[Id];"column_id=1; type=bigint; nullable=NO; identity=SI"
151;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[WF_InstanciaId];"column_id=2; type=bigint; nullable=NO; identity=NO"
152;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[DocumentoId];"column_id=3; type=nvarchar(100); nullable=SI; identity=NO"
153;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[CarpetaId];"column_id=4; type=nvarchar(100); nullable=SI; identity=NO"
154;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[FicheroId];"column_id=5; type=nvarchar(100); nullable=SI; identity=NO"
155;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[Tipo];"column_id=6; type=nvarchar(100); nullable=SI; identity=NO"
156;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[IndicesJson];"column_id=7; type=nvarchar(MAX); nullable=SI; identity=NO"
157;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[ViewerUrl];"column_id=8; type=nvarchar(1000); nullable=SI; identity=NO"
158;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[EsRoot];"column_id=9; type=bit; nullable=NO; identity=NO; default=((0))"
159;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[TareaId];"column_id=10; type=nvarchar(100); nullable=SI; identity=NO"
160;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[NodoId];"column_id=11; type=nvarchar(100); nullable=SI; identity=NO"
161;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[NodoTipo];"column_id=12; type=nvarchar(100); nullable=SI; identity=NO"
162;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[Accion];"column_id=13; type=nvarchar(30); nullable=NO; identity=NO; default=('ATTACH')"
